idx,date,week,day,time,id,step,loc
1218,10월 04일,7,4,10:00,,,
1219,10월 04일,7,4,10:30,,,
1220,10월 04일,7,4,11:00,,,
1221,10월 04일,7,4,11:30,,,
1222,10월 04일,7,4,12:00,,,
1223,10월 04일,7,4,12:30,,,
1224,10월 04일,7,4,13:00,,,
1225,10월 04일,7,4,13:30,,,
1226,10월 04일,7,4,14:00,,,
1227,10월 04일,7,4,14:30,,,
1228,10월 04일,7,4,15:00,,,
1229,10월 04일,7,4,15:30,,,
1230,10월 04일,7,4,16:00,,,
1231,10월 04일,7,4,16:30,,,
1232,10월 04일,7,4,17:00,,,
1233,10월 04일,7,4,17:30,,,
1234,10월 04일,7,4,18:00,,,
1235,10월 04일,7,4,18:30,,,
1236,10월 04일,7,4,19:00,,,
1237,10월 04일,7,4,19:30,,,
1238,10월 04일,7,4,20:00,,,
1239,10월 04일,7,4,20:30,,,
1240,10월 04일,7,4,21:00,,,
1241,10월 04일,7,4,21:30,,,
1242,10월 04일,7,4,22:00,,,
1243,10월 05일,7,5,9:00,,,
1244,10월 05일,7,5,9:30,,,
1245,10월 05일,7,5,10:00,,,
1246,10월 05일,7,5,10:30,,,
1247,10월 05일,7,5,11:00,,,
1248,10월 05일,7,5,11:30,,,
1249,10월 05일,7,5,12:00,,,
1250,10월 05일,7,5,12:30,,,
1251,10월 05일,7,5,13:00,,,
1252,10월 05일,7,5,13:30,,,
1253,10월 05일,7,5,14:00,,,
1254,10월 05일,7,5,14:30,,,
1255,10월 05일,7,5,15:00,,,
1256,10월 05일,7,5,15:30,,,
1257,10월 05일,7,5,16:00,,,
1258,10월 05일,7,5,16:30,,,
1259,10월 05일,7,5,17:00,,,
1260,10월 05일,7,5,17:30,,,
1261,10월 05일,7,5,18:00,,,
1262,10월 05일,7,5,18:30,,,
1263,10월 05일,7,5,19:00,,,
1264,10월 05일,7,5,19:30,,,
1265,10월 05일,7,5,20:00,,,
1266,10월 05일,7,5,20:30,,,
1267,10월 05일,7,5,21:00,,,
1268,10월 05일,7,5,21:30,,,
1269,10월 05일,7,5,22:00,,,
